freq,A_dpOAE,A_dpNF,S_dpOAE,S_dpNF,A_sfOAE,A_sfNF,S_sfOAE,S_sfNF
0.5,11.6217079323117,-22.1213311706483,24.6076050943201,-19.2662956746819,8.501035470631,-15.095574564324,10.3945103136591,-14.3245964111641
0.503402656832241,11.6451382973113,-21.2044753486736,24.6816828304973,-17.9428606675713,8.26012741590523,-16.3597488704608,10.3606843729578,-14.316692853082
0.506828469811518,11.6887674086569,-20.0463867748652,24.7600042937422,-16.6048712796951,8.04998410468232,-18.0071309596228,10.364165593423,-12.7574040442578
0.510277596522674,11.7448835012901,-19.0092192571385,24.8464359140205,-15.76078298256,7.92363165852134,-19.8615277249216,10.4431435232377,-10.6449419407537
0.513750195622969,11.8084040916357,-17.9028282033486,24.944514406926,-15.1786998664574,7.88986121502734,-21.7635280457057,10.5942478238858,-8.63384548180352
0.517246426849372,11.876160824118,-16.8501526266782,25.0570241995815,-14.6504503653267,7.95214009534942,-23.1184220321431,10.8108379058366,-6.86859120549605
0.520766451025915,11.9476535280258,-16.1425132151253,25.1851186289167,-14.1689351030333,8.10791301204625,-23.0051656780044,11.0839937282573,-5.3368343881213
0.524310430071085,12.1155215708972,-15.70248286463,25.2510214267523,-13.7038175285973,8.34912503763422,-21.4944156195377,11.4036649990474,-3.99841287781226
0.527878527005278,12.3429191550824,-15.446554265529,25.2877726230124,-13.1945275584331,8.59867960926545,-19.5214203122308,11.6984070933524,-2.81579692641952
0.531470905958293,12.5805993376051,-15.3782350644083,25.3391528939233,-12.772365925346,8.90595572582833,-17.6256286686991,12.0194040665858,-1.75902880637517
0.535087732176886,12.8332340582443,-15.5688800498243,25.4024717912136,-12.5791103626972,9.04153169818812,-17.2292735783973,12.0959115681796,-1.4428962736485
0.538729172032366,13.1029076681256,-16.4527618217414,25.4748569427664,-12.7327018839712,8.86442344368913,-19.0567939129186,11.7734923362576,-2.10150148767491
0.542395393028253,13.3891580476483,-19.3156223275261,25.55366642953,-13.6739944047076,8.69600177149186,-21.276816609579,11.4464628849611,-2.71654083726935
0.54608656380798,13.6903579340881,-26.3898899913195,25.6363628132932,-15.8571175897096,8.53712543231683,-23.936470176392,11.114603933575,-3.24633826288766
0.549802854162652,14.005071468629,-22.1909505861197,25.7201417071522,-17.3136246631445,8.51952162540869,-26.5385458194474,10.8653452801231,-3.64036140973735
0.553544435038856,14.332357557561,-17.1547426942275,25.8021367064505,-15.4833046769937,8.70042737749623,-26.9394213673775,10.7406579237025,-3.84897054369412
0.557311478546524,14.6702464935138,-15.1882481938226,25.8793799918236,-13.7905982129527,8.86432298792147,-24.5764673979077,10.5967589929759,-3.83911466033658
0.56110415796685,15.0060416163903,-14.4527805516113,26.0525326550519,-13.0205189142049,9.01216182085301,-21.7772385164918,10.4328224448556,-3.6078910489141
0.564922647760259,15.3360911644122,-14.2321787209785,26.3350624786959,-12.6179979616882,9.14484292533706,-19.3839222907989,10.2479110586937,-3.1838494511818
0.568767123574437,15.6703153632488,-14.2269276947982,26.6021768848912,-12.3455716603783,9.31230857958224,-18.2815163807688,10.3304256247495,-2.96638107180712
0.572637762252406,16.0039793311624,-14.3166428892408,26.8534181381719,-12.1272151959529,9.52661108516185,-17.8785543660736,10.7292253175895,-3.02975232414036
0.57653474184066,16.3341211712198,-14.5121984034848,27.0898934235985,-11.9435234209466,9.70008667187193,-17.0216350994356,11.0196024164946,-2.95179002912175
0.580458241597357,16.6576829901363,-14.854324032022,27.3143604176711,-11.7864398856721,9.89813603272859,-15.9239679156044,11.3083501293931,-2.73708257293964
0.584408442000561,16.9735282382396,-15.3083417206636,27.5314993129393,-11.6580475616543,10.119589818411,-14.7535481312822,11.5947684704722,-2.40212966453026
0.588385524756546,17.2819399500045,-15.7990607453241,27.7472919625642,-11.6123838199478,10.3630909748796,-13.6033426203598,11.8782732698048,-1.9708718019856
0.592389672808155,17.5836119376696,-16.3935248251175,27.9675360446248,-11.7025215781766,10.6271433095806,-12.5139286857618,12.1583820733571,-1.46938671331611
0.596421070343214,17.8802974425346,-17.2348990186415,28.1964191678679,-11.9065276779457,10.9109352971265,-11.4982412727698,12.4630064496099,-0.921774336373744
0.600479902803005,18.1492863682058,-18.3285474420769,28.4007318155382,-12.2162842942286,11.2119136081068,-10.6358865444159,13.0255414563512,-0.407849804734212
0.604566356890797,18.4088545474286,-19.6485401394378,28.611231311009,-12.7333623066415,11.4163102755839,-12.262842803823,13.4258684211578,-1.68548900044891
0.608680620580432,18.6599536235047,-21.4284664084046,28.82588604842,-13.5606676864011,11.6441390493343,-14.1569039526344,13.8331179151201,-2.99123598922989
0.612822883124974,18.902862021915,-23.8157233838217,29.0393020076614,-14.4374872809474,11.8949854410438,-16.2841247563496,14.2463137903335,-4.16698687708259
0.616993335065411,19.1369551206737,-26.3399370384778,29.2458233604198,-14.9360668830305,12.1680973061493,-18.265894352761,14.6641619832717,-4.91872318494774
0.621192168239426,19.3620445997561,-28.2651990658504,29.4409613984273,-14.9113367390676,12.4405758115115,-18.9735938580669,15.0455964079543,-4.93852975399773
0.625419575790214,19.5779696011084,-29.3781901871358,29.6219590449862,-14.5171444623167,12.6825380556911,-17.7122842827233,15.3412995269665,-4.20315010959933
